iter	Logloss
444	0.2502795167
445	0.2501190023
446	0.2501070243
447	0.2498396561
448	0.2495574371
449	0.2492870787
450	0.2488351269
451	0.2486907841
452	0.2485120655
453	0.2481312429
454	0.2479969136
455	0.2477777494
456	0.2475490755
457	0.2473904078
458	0.2470522854
459	0.2468237236
460	0.2465449202
461	0.2464035919
462	0.2461830512
463	0.2461038561
464	0.2458917088
465	0.2456109533
466	0.2453662413
467	0.2449393802
468	0.2447353722
469	0.2444294345
470	0.244257824
471	0.2440767559
472	0.243696075
473	0.2435220729
474	0.24326949
475	0.2432045118
476	0.2430302289
477	0.242755017
478	0.2420810938
479	0.2418039472
480	0.2417095132
481	0.2416837679
482	0.241188149
483	0.2406207103
484	0.2402567753
485	0.2401954099
486	0.2401756179
487	0.240072225
488	0.2398046524
489	0.2395938549
490	0.2393659165
491	0.2392666987
492	0.2391222136
493	0.2390423778
494	0.2386541881
495	0.2385990259
496	0.2384661956
497	0.2383380422
498	0.2380818924
499	0.2380003288
500	0.237847164
501	0.2375977909
502	0.2374336672
503	0.2371033693
504	0.236955335
505	0.2365718512
506	0.2363486738
507	0.2362525405
508	0.2361763402
509	0.2359078759
510	0.2357900085
511	0.2357046675
512	0.2354456916
513	0.2352905824
514	0.2347451083
515	0.2345652789
516	0.2345294504
517	0.2344019478
518	0.2343922208
519	0.2340521827
520	0.233798463
521	0.2335840562
522	0.2334068112
523	0.2332362204
524	0.2331593641
525	0.2324539734
526	0.2321333354
527	0.2318836053
528	0.2316921075
529	0.2314513517
530	0.2310515148
531	0.2304962046
532	0.2304414791
533	0.2301244041
534	0.229788373
535	0.2296657638
536	0.2295653878
537	0.2293981944
538	0.2293365055
539	0.229205302
540	0.2291143655
541	0.2287699925
542	0.2284130601
543	0.2282088292
544	0.2278649281
545	0.2276456381
546	0.2276121628
547	0.2273912975
548	0.2270145652
549	0.2268562749
550	0.2265954817
551	0.226450796
552	0.226400332
553	0.2263232065
554	0.2261600735
555	0.2259409375
556	0.2256084707
557	0.2256058763
558	0.2252750933
559	0.2249925525
560	0.2248964173
561	0.2247139212
562	0.2244127845
563	0.224001705
564	0.2237409353
565	0.2235252004
566	0.2232380565
567	0.223086436
568	0.2228543793
569	0.2225425671
570	0.2223802326
571	0.2221382796
572	0.2219295757
573	0.2216363533
574	0.221504138
575	0.2212840153
576	0.2211880539
577	0.220751905
578	0.2206489023
579	0.2203619796
580	0.2203601654
581	0.2201915688
582	0.2198548177
583	0.2197058936
584	0.2195356142
585	0.2193623819
586	0.2190994814
587	0.2189758072
588	0.2189714419
589	0.2188751641
590	0.2187751304
591	0.2186475401
592	0.2184560401
593	0.2183234703
594	0.218079768
595	0.2180797819
596	0.2179243752
597	0.2177202144
598	0.2174533057
599	0.2173385602
600	0.2173140892
601	0.2171762832
602	0.2171761863
603	0.2168100594
604	0.2166519878
605	0.2165427848
606	0.2163914383
607	0.2163579198
608	0.2159183846
609	0.2156827554
610	0.2153212856
611	0.2151324725
612	0.2148128379
613	0.2144100319
614	0.2140623621
615	0.2137228423
616	0.2136103279
617	0.2134609597
618	0.2134150302
619	0.2131375236
620	0.2130285297
621	0.2128518416
622	0.2127817863
623	0.2127287009
624	0.2127246558
625	0.2124794007
626	0.2122284803
627	0.2121724792
628	0.2121363332
